timestamp,price
0,11.972001061671085
9,11.976169927853295
15,12.21241392152096
22,11.535400393224585
31,10.6447630049702
33,10.82969899828818
34,11.432152134810648
41,11.86282713069136
50,10.9619672420167
59,9.00974518612369
63,8.723950885382388
67,7.4871100769465615
69,7.250392972956719
77,7.051954041207352
83,6.418607719295708
92,6.726214963542342
101,7.138443674431658
103,7.214341478636621
108,6.019422048297312
117,7.252381968872289
122,7.3843784527348735
128,6.039053807955853
134,7.71301692718625
135,5.84370785279434
141,7.147593285874044
150,7.8761265453277725
155,8.111385662933447
163,8.417146523452677
164,9.596959934205408
165,10.471016740722735
166,10.606454118970566
175,10.8926414574193
184,10.559177962080527
185,11.607875521613874
194,12.326653240027374
202,13.451013356674686
211,12.653595229342702
212,13.323984524152722
221,12.61195381575485
222,11.4577432770524
225,12.575978479182211
232,11.895569445554292
237,11.810925087656123
245,11.7456021468644
250,10.903426457611024
257,11.204253971367596
263,12.412627167780125
267,10.92966921435174
269,11.394739922854695
277,11.82339523433114
280,12.552276150208408
281,13.718036858419117
290,14.00645057138973
296,13.716977531019523
300,13.78542568655488
303,11.194382637290772
306,10.750687588956524
314,9.633870368184851
315,9.238108004276592
316,8.108081957596276
320,8.379974719805269
329,7.883249715480185
331,7.94306845992756
335,7.792237573149457
341,6.473252613674498
346,7.14045667087786
353,7.30158809310158
356,8.02185790157484
361,4.46010765625816
363,4.331640731094471
371,2.7411365546613453
380,2.9403848493993863
382,2.658795316353149
383,2.5299124762447835
387,3.611800857566526
392,2.4904685104950897
398,2.2985552770015545
405,2.835017608770798
413,2.998260681900128
420,3.704308858212368
427,3.680432911766415
433,3.35605913383578
438,2.2494422989616663
441,1.916637656947611
445,3.433974754447801
450,4.218373887525407
452,4.608456444260065
453,4.186379663204533
461,5.77184995300065
469,4.222158887082259
477,6.546083668649939
486,7.146557519166585
490,6.9913123373036825
497,6.067708525066953
502,5.110562221403745
503,4.625080969485195
510,2.7938636022317045
516,3.8082843074342367
522,2.252473017594156
526,1.0
